osm_id,attraction_name,category,raw_osm_tag,lat,lon,distance_km,query_type,reference_point,reference_state
node/4577160491,Air terjun berua,General Attraction,tourism=attraction,4.9514932,102.6786474,39.9,rural_region,Terengganu,Terengganu
node/4577160492,Berua,General Attraction,tourism=attraction,4.9941582,102.6616546,39.76,rural_region,Terengganu,Terengganu
node/4577205090,Lumut,General Attraction,tourism=attraction,5.0376144,102.637356,41.05,rural_region,Terengganu,Terengganu
node/4577205091,Jeti pulau bayas,General Attraction,tourism=attraction,5.0362549,102.7865235,25.16,rural_region,Terengganu,Terengganu
node/4578308694,Malong,General Attraction,tourism=attraction,4.9945313,102.7550642,30.19,rural_region,Terengganu,Terengganu
node/4578373589,Rumah hijau,General Attraction,tourism=attraction,4.9729536,102.7452735,32.26,rural_region,Terengganu,Terengganu
node/4578373590,Rumah merah,General Attraction,tourism=attraction,4.9867712,102.7335207,32.71,rural_region,Terengganu,Terengganu
node/4578373591,Leban khebat,General Attraction,tourism=attraction,5.0452235,102.7049949,33.55,rural_region,Terengganu,Terengganu
node/4623385518,Istana Syarqiyyah,General Attraction,tourism=attraction,5.2590708,103.1683394,24.68,rural_region,Terengganu,Terengganu
node/4708441190,Warisan Seni Ukir Kayu,Public Art,tourism=artwork,5.2183339,103.0870234,15.12,rural_region,Terengganu,Terengganu
node/4708469789,Halim's House,Viewpoint / Scenic Spot,tourism=viewpoint,5.2170399,103.0886515,15.12,rural_region,Terengganu,Terengganu
node/4920020821,Gem Island Resort,General Attraction,tourism=attraction,5.2321164,103.2624394,31.91,rural_region,Terengganu,Terengganu
node/4982226324,Makam DiRaja Bukit Keledang (Makam Sultan Zainal Abidin I),Monument,historic=monument,5.3302317,103.1333837,28.26,rural_region,Terengganu,Terengganu
node/5042522621,Harmony,Camp Site,tourism=camp_site,5.2230871,103.2619736,31.46,rural_region,Terengganu,Terengganu
node/5106735921,Bulatan Batu Bersurat Terengganu,Memorial,historic=memorial,5.3288014,103.146049,28.88,rural_region,Terengganu,Terengganu
node/5172897921,Water Front,General Attraction,tourism=attraction,5.3240704,103.1311442,27.54,rural_region,Terengganu,Terengganu
node/5492528024,small stealth campsite,Camp Site,tourism=camp_site,5.0796821,102.5814074,46.51,rural_region,Terengganu,Terengganu
node/5516058959,Pulau Kekabu,General Attraction,tourism=attraction,5.2146739,103.2056221,25.39,rural_region,Terengganu,Terengganu
node/5532370021,Kem Pengankap,Camp Site,tourism=camp_site,5.3848164,103.1141404,32.7,rural_region,Terengganu,Terengganu
node/5599569223,Terengganu China Town Gate,General Attraction,tourism=attraction,5.3320577,103.132512,28.38,rural_region,Terengganu,Terengganu
node/5599569224,Terengganu China Town Gate,General Attraction,tourism=attraction,5.3325422,103.1332853,28.47,rural_region,Terengganu,Terengganu
node/5599814522,Bukit Puteri,Viewpoint / Scenic Spot,tourism=viewpoint,5.3366111,103.137226,29.08,rural_region,Terengganu,Terengganu
node/5599832324,Terengganu China Town Street,General Attraction,tourism=attraction,5.3339393,103.1331529,28.6,rural_region,Terengganu,Terengganu
node/5618380424,Jungle Trekking,General Attraction,tourism=attraction,5.2135133,103.2636748,31.24,rural_region,Terengganu,Terengganu
node/5618380425,Loko Loko Camping,Camp Site,tourism=camp_site,5.222558,103.2616499,31.41,rural_region,Terengganu,Terengganu
node/5618380922,Coral Garden,General Attraction,tourism=attraction,5.2334658,103.2619909,31.93,rural_region,Terengganu,Terengganu
node/5618380923,Shark Point,General Attraction,tourism=attraction,5.2307135,103.2666523,32.27,rural_region,Terengganu,Terengganu
node/5618381424,Bat Cave,Cave,natural=cave_entrance,5.22751,103.2681018,32.28,rural_region,Terengganu,Terengganu
node/5618381427,Southern Reef,General Attraction,tourism=attraction,5.2083287,103.268847,31.58,rural_region,Terengganu,Terengganu
node/5618393121,Lost Reef,General Attraction,tourism=attraction,5.2357205,103.2600735,31.84,rural_region,Terengganu,Terengganu
node/5618393122,Octopus Reef,General Attraction,tourism=attraction,5.2366816,103.2617326,32.05,rural_region,Terengganu,Terengganu
node/5618394321,Thai Wreck,General Attraction,tourism=attraction,5.2370799,103.2660685,32.51,rural_region,Terengganu,Terengganu
node/5618401721,Shark Bay,General Attraction,tourism=attraction,5.2114835,103.2668114,31.49,rural_region,Terengganu,Terengganu
node/5631755621,Hostel R,Camp Site,tourism=camp_site,5.4780639,103.017618,40.57,rural_region,Terengganu,Terengganu
node/5636626522,Academic A,Camp Site,tourism=camp_site,5.4769959,103.0144825,40.44,rural_region,Terengganu,Terengganu
node/5839571188,art street,General Attraction,tourism=attraction,5.3312579,103.1357392,28.49,rural_region,Terengganu,Terengganu
node/5991600703,Bukit Besar,Mountain / Peak,natural=peak,5.3070715,103.134939,26.19,rural_region,Terengganu,Terengganu
